titulo,ano_lancamento,generos,rating,num_avaliacoes,imagem,descricao,metadata
"Cão dos Baskervilles, O",2003,[],,0,,"Uma das mais famosas histórias do detetive Sherlock Holmes. A morte do rico proprietário Charles Baskerville está envolvida em um mistério que envolve uma antiga maldição de família, uma grande herança e um enorme cão fantasmagórico. Holmes e seu assistente Watson são chamados para investigar.","{'autor': 'Desconhecido', 'isbn': '8526249096', 'editora': 'Scipione'}"
"Cão dos Baskervilles, O",2002,[],,0,,"Uma das mais famosas histórias do detetive Sherlock Holmes. A morte do rico proprietário Charles Baskerville está envolvida em um mistério que envolve uma antiga maldição de família, uma grande herança e um enorme cão fantasmagórico. Holmes e seu assistente Watson são chamados para investigar.","{'autor': 'Desconhecido', 'isbn': '9788572324458', 'editora': 'Martin Claret'}"
Pré-Venda,2005,[],,0,,"O autor procura provar a existência de outros seres inteligentes no universo, e através de achados arqueológicos, monumentos antigos, mapas e marcas intrigantes em solos rochosos, propõe que extraterrestres tenham trazidos grandes conhecimentos à Terra.","{'autor': 'Desconhecido', 'isbn': '8506044936', 'editora': 'Melhoramentos'}"
O Segredo De Luisa,,[],,0,,"""A atividade empresarial é apenas uma das infindáveis formas de empreender. A minha visão de empreendedorismo é abrangente, contempla toda e qualquer atividade humana e, portanto, inclui empreendedores na pesquisa, no governo, no terceiro setor, nas artes, em qualquer lugar. O empreendedor é definido pela forma de ser, e não pela maneira de fazer."" Fernando Dolabela Com mais de 150 mil exemplares vendidos, O segredo de Luísa se tornou referência quando o assunto é empreendedorismo. Adotado por universidades e MBA s em todo o Brasil, o que faz este livro ser tão especial e querido pelos leitores é o fato de tratar do assunto através de uma saborosa história com trama, conflitos, reviravoltas e personagens por quem nos apegamos e para quem torcemos. Usando como fio condutor a trajetória de Luísa, uma jovem mineira entusiasmada com a idéia de abrir uma empresa para vender a deliciosa goiabada que sua tia produz, Fernando Dolabela ensina passo a passo tudo o que é preciso saber para ir do sonho ao mercado. Com uma estrutura completamente inovadora, o livro oferece a alternativa de se concentrar na história ou se aprofundar nas informações específicas sobre marketing, plano de negócios, finanças, administração e organização empresarial. Esses ensinamentos são apresentados à medida que a história evolui, acompanhando o ritmo com que Luísa vai aprendendo. Assim é possível descobrir aos poucos as etapas necessárias à criação de uma empresa, desde sua idealização até à garantia de sua sobrevivência. Além de apresentar um estudo completo da empresa de Luísa - que serve de modelo para qualquer empreendimento -, o livro inclui testes para ajudar o leitor a conhecer seu perfil e descobrir o potencial de seu futuro negócio. Dessa forma interativa e dinâmica, Dolabela mostra como cada um pode desenvolver seus próprios talentos para obter sucesso como empresário - mesmo que, como Luísa, não tenha nenhuma prática comercial nem recursos para investir -, contanto que possua uma enorme vontade de realizar seus sonhos.","{'autor': 'Desconhecido', 'isbn': '9788575423387', 'editora': 'Desconhecida'}"
Brasil,1974,[],,0,https://covers.openlibrary.org/b/id/14887875-L.jpg,"Um grupo de especialistas dedicou-se durante 8 anos a reunir cópias de mais de 700 processos políticos que tramitaram pela Justiça Militar, entre abril de 64 e março de 79. O resumo desta pesquisa está neste livro. Um relato doloroso da repressão e tortura que se abateram sobre o Brasil. -- x -- ORELHAS: ""A tortura é o crime mais cruel e bárbaro contra a pessoa humana. Tradicionalmente se argumentou que a tortura era um meio de forçar as pessoas a falarem a verdade. A realidade de hoje, porém, mostra que, com os sofisticadíssimos instrumentos de tortura, não somente física mas mental também, é possível dobrar o espírito das pessoas e fazê-las admitir tudo quanto for sugerido pelo torturador. Esta é a própria negação da identidade humana legada por Deus, e contraria a vontade do nosso Criador. O que é especialmente intolerável nos dias de hoje é que, justamente quando a maioria dos povos subscreve o reconhecimento e defesa dos direitos humanos e a dignidade do ser humano, esses direitos estão sendo mais flagrantemente suprimidos e violados no mundo inteiro. Cremos, como cristãos, que a única e verdadeira segurança nacional reside em facilitar a plena participação das pessoas na vida do seu país. Somente quando houver diálogo e uma vida de confiança e respeito mútuos entre as pessoas em todos os níveis da sociedade, somente então poderá existir a verdadeira segurança nacional. Este livro não pretende ser meramente uma acusação, mas sim um convite para que todos nós reconheçamos nossa verdadeira identidade através das faces desfiguradas dos torturados e dos torturadores. Fazemos isso em nome de Cristo que foi torturado e crucificado para que tivéssemos vida em toda a sua plenitude. Na cruz, Jesus intercedeu pelos seus torturadores. Foi este Jesus que falou aos seus discípulos, assim como a nós: ""Conhecereis a verdade e a verdade vos libertará"". E aquela verdade é conhecida e praticada quando se é justo e se afirma a dignidade de cada ser humano"". (Philip Potter) -- x -- CONTRACAPA: ""As experiências que desejo relatar no frontispício desta obra pretendem reforçar a ideia subjacente em todos os capítulos, a saber, que a tortura, além de desumana, é o meio mais inadequado para levar-nos a descobrir a verdade e chegar à paz. Não há ninguém na Terra que consiga descrever a dor de quem viu um ente querido desaparecer atrás das grades da cadeia, sem mesmo pode adivinhar o que lhe aconteceu. O ""desaparecido"" transforma-se numa sombra que ao escurecer-se vai encobrindo a última luminosidade da existência terrena. O que mais me impressionou, ao longo dos anos de vigília contra tortura, foi porém o seguinte: como se degradam os torturadores mesmos. Esse livro, por sua própria natureza, não pode dar resposta plena à questão. Advertia um general, aliás contrário a toda tortura: quem uma vez pratica a ação, se transforma diante do efeito da desmoralização infligida. Quem repete a tortura quatro ou mais vezes se bestializa, sente prazer físico e psíquico tamanho que é capaz de torturar até as pessoas mais delicadas da própria família. A imagem de Deus, estampada na pessoa humana, é sempre única. Só ela pode salvar e preservar a imagem do Brasil e do mundo. "" (Paulo Evaristo, Cardeal Arns, Arcebispo Metropolitano de São Paulo)","{'autor': 'Desconhecido', 'isbn': '8532600301', 'editora': '[s.n.]'}"
O Estrangulador (Em Portuguese do Brasil),1995,[],,0,https://covers.openlibrary.org/b/id/14502452-L.jpg,"Na misteriosa Londres, um perigoso assassino desafia a polícia com uma sucessão de crimes. Caberá ao jovem destemido policial Sekio Takagi desvendar esse sinistro quebra-cabeça.","{'autor': 'Jonathan C. Young', 'isbn': '8501041319', 'editora': 'Record'}"
O crime da rua Cuba,1989,['Homicide'],,0,,"O crime da rua Cuba - as mortes do advogado Jorge Toufic Bouchabki e de sua mulher, a professora Maria Cecília Delmanto Bouchabki, na véspera do Natal de 1988 -, mais do que mobilizar a polícia, a imprensa e o público, acabou por se transformar em uma verdadeira novela policial, com todos os ingredientes que o gênero exige. Afinal, decorrido quase um ano, o caso parece ainda longe de ser elucidado completamente, permanecendo como um mistério encoberto por sombras intrincadas e confusas. E o fato de a arma que provocou a morte do casal não ter sido encontrada até hoje é apenas mais um dos detalhes enigmáticos do crime.Assim, era de se esperar que alguém se propusesse a contar essa história em livro. E é isso que faz o jornalista e escritor Percival de Souza em O crime da rua Cuba. Embora faça uso de um recurso ficcional - dispensável, diga-se de passagem - para recuperar os detalhes do crime, Percival de Souza habilidosamente evita assumir o comando da história como escritor, optando por mapeá-la como repórter. Isso faz com que o livro não se afaste um milímetro da realidade dos fatos. Seu trabalho é oferecer subsídios e, como não poderia deixar de ser, ele evita a conclusão, ou seja, o julgamento do único acusado: o filho mais velho do casal morto. Mas é engano imaginar que o autor se ocupa unicamente em recuperar cronologicamente os detalhes do caso - mesmo porque eles foram exaustivamente publicados pela imprensa e isso iria conferir um indissimulável sabor redundante ao livro.","{'autor': 'Percival de Souza', 'isbn': '8570562764', 'editora': 'Atual Editora'}"
Como Trabalhar para um Idiota,2007,[],,0,,"É praticamente impossível construir uma carreira sem passar pela experiência de trabalhar sob as ordens de um chefe prepotente, perfeccionista, inseguro ou apenas incompetente. Por mais que você faça, sempre haverá a situação de ter de se submeter a alguém a quem você nem sempre considera o modelo ideal. Para deixar sua vida menos estressante, neste livro John Hoover examina todos os ângulos contidos nas hierarquias do mundo corporativo e todos os tipos de chefes que você pode encontrar pela frente, mostrando ao leitor como lidar com cada um deles, prevenir e superar conflitos e, o mais importante, sobreviver a essa selva em que a vida no trabalho se transformou.","{'autor': 'John Hoover', 'isbn': '8574132012', 'editora': 'futura'}"
"Tumba e Outras Histórias, A",1991,[],,0,,"A Tumba & Outras Histórias — H. P. Lovecraft (Editado por August Derleth) '-' Uma coletânea de trabalhos, produzidos em diferentes épocas, inclusive alguns dos seus primeiros contos, redigidos durante a adolescência, com histórias de horror, fantasia gótica, ficção científica, por H. P. Lovecraft (1890 – 1937), genial mestre do terror de Providence, Rhode Island, nos EUA. ""A Tumba"" narra a insólita ligação de Jervas Dudley com um antigo mausoléu em ruínas. “Entre as paredes de Eryx”, uma brilhante história de FC passada em Vênus. “O Alquimista” e “A estranha casa que pairava na névoa”, contos altamente climáticos ou “Aprisionado com os Faraós”, história que Lovecraft produziu para o famoso mágico Harry Houdini, “O Horror em Red Hook”, “A Fera na Caverna” e as outras histórias e trabalhos presentes fazem do livro uma das melhores coletâneas do horror sobrenatural na literatura. |...| Uma coletânea de histórias de H.P. Lovecraft, o genial mestre do horror da primeira metade do Século XX. Em ""A Tumba"", conto que dá título à obra, Lovecraft. narra a história insólita do jovem Jervas Dudley e sua ligação com uma antiga e esquecida tumba perdida no meio de um bosque.","{'autor': 'Desconhecido', 'isbn': '8526502131', 'editora': 'Francisco Alves'}"
A Tumba e outras historias,2007,[],,0,https://covers.openlibrary.org/b/id/13530679-L.jpg,"Este volume reúne histórias exemplares dos variados estilos de narrativa que tornaram o escritor norme-americano H. P. Lovecraft (1890-1937) um dos autores cult mais apreciados em todo o mundo. De ""A tumba"", um verdadeiro conto clássico de horror, a ""Entre as paredes de Eryx"", uma história de ficção científica passada em Vênus, o leitor terá uma amostra do melhor da fantasia gótica, do flerte com o sobrenatural e com o oculto, de personagens que são jogados no coração da loucura. As horripilantes histórias de Lovecraft seduzem pelo crescente medo que inspiram e emergem, quase todas, num clímax supreendente. O livro traz, também, fragmentos e alguns dos primeiros contos escritos pelo autor, durante a adolescência. Os conhecedores de Lovecrat ficarão impressionados com a precocidade do estilo – que consagraria o artista maduro – e o tratamento de temas que tornariam célebre a sua obra posterior. Para os fãs do gênero, uma razão para comemorar. Para os não-iniciados, uma ótima porta de entrada.","{'autor': 'H.P. Lovecraft', 'isbn': '9788525415837', 'editora': 'L & PM EDitores, Brasil'}"
